customer_id,clv_estimate,clv_estimate_hdi_3%,clv_estimate_hdi_97%,monetary_value
13801,5307.756,5118.091,5497.079,0.0
13802,17166.699,16374.445,17899.721,1532.3400000000001
13803,2244.121,2158.638,2332.66,0.0
13804,13143.958,13040.917,13240.214,382.43199999999996
13805,8027.54,7867.852,8187.698,424.36
13806,5425.328,5231.468,5619.171,0.0
13807,1672.179,1605.591,1738.051,0.0
13808,19365.399,19075.63,19694.131,293.55
13809,1946.848,1871.674,2024.565,0.0
13810,10186.087,9908.912,10452.708,246.01
13811,4684.31,4593.811,4780.395,333.0
13812,7996.179,7624.745,8362.662,130.13
13813,13732.548,13549.562,13918.306,327.24
13814,12021.156,11505.461,12512.645,944.5799999999999
13815,17155.53,16655.133,17623.812,1005.1166666666667
13816,9004.728,8699.263,9270.784,199.98000000000002
13817,3123.556,3048.856,3204.789,254.27999999999997
13819,5841.745,5759.998,5916.284,366.025
13821,3245.943,3110.278,3397.652,115.49000000000001
13822,10367.072,9983.16,10776.437,163.62
13823,8653.334,8473.334,8841.964,307.24
13824,8944.284,8844.574,9042.1,314.01500000000004
13826,2957.689,2845.744,3068.734,0.0
13827,6919.558,6637.057,7202.442,149.655
13828,7780.978,7492.047,8049.191,0.0
13831,10241.82,10163.09,10317.09,358.99799999999993
13832,8036.315,7733.98,8312.703,0.0
13833,3174.934,3056.834,3294.146,0.0
13835,6720.002,6490.661,6952.144,168.70666666666668
13837,2966.118,2860.087,3079.606,157.54000000000002
13838,4020.786,3921.236,4127.808,226.81
13841,2264.871,2178.965,2354.398,0.0
13842,16380.402,16292.955,16471.34,384.38124999999997
13844,8807.022,8484.486,9127.066,0.0
13845,5385.563,5193.294,5577.705,0.0
13846,4104.631,4001.653,4212.692,226.82999999999998
13848,6069.836,5980.477,6165.233,467.5
13849,10383.493,9961.277,10828.592,944.37
13850,3647.758,3513.477,3782.597,0.0
13851,14893.109,14293.698,15465.333,1202.5700000000002
13853,5676.824,5470.979,5877.275,0.0
13854,38338.864,38196.176,38512.709,318.28000000000003
13856,5377.091,5159.984,5604.06,147.05
13858,5676.824,5470.979,5877.275,0.0
13859,1844.242,1771.235,1916.504,0.0
13860,16193.848,15892.305,16503.005,280.00666666666666
13862,11305.86,11166.365,11450.924,254.8942857142857
13863,2300.32,2213.268,2391.149,0.0
13865,4672.257,4456.647,4883.535,126.08666666666666
13866,5017.785,4837.396,5198.572,0.0
13867,8791.478,8659.707,8909.177,438.22
13868,50082.376,46604.195,53898.979,2685.0
13869,14562.232,14159.652,14935.47,927.11
13870,14933.848,14817.747,15062.851,445.38199999999995
13871,34359.162,34113.789,34601.401,540.6545454545454
13873,3757.905,3597.048,3933.798,134.07500000000002
13874,1707.141,1639.351,1774.318,0.0
13875,10145.116,10059.833,10239.283,361.535
13876,5425.328,5231.468,5619.171,0.0
13877,4637.739,4472.314,4809.215,0.0
13878,5811.524,5601.062,6015.188,0.0
13880,16627.971,16533.763,16721.074,346.8855555555556
13881,87296.576,86500.062,88168.443,1059.7453333333333
13882,20563.206,20091.463,21068.739,234.63
13883,12240.04,11888.216,12619.783,826.545
13884,6200.486,6054.654,6361.338,216.48333333333335
13885,3922.728,3755.075,4113.698,107.65
13886,5122.733,4940.428,5308.402,0.0
13887,2658.12,2556.99,2759.617,0.0
13888,5220.437,5113.365,5314.577,366.11
13889,4468.519,4304.382,4630.22,0.0
13890,10257.543,10089.055,10421.382,211.6825
13892,6497.329,6316.279,6694.371,192.81666666666663
13893,1989.005,1912.47,2068.302,0.0
13894,4135.163,4057.843,4220.41,403.77000000000004
13895,21863.122,21372.721,22357.539,736.87
13897,6001.394,5783.695,6210.739,0.0
13898,1848.882,1775.679,1921.288,0.0
13899,2996.89,2854.83,3151.732,90.02
13900,4920.118,4770.901,5082.95,191.685
13901,15686.035,15424.512,15936.734,663.2
13904,3029.402,2908.739,3159.745,131.52
13908,12917.424,12682.646,13146.812,619.5666666666667
13911,14510.221,14369.737,14650.016,280.6725
13914,12813.298,12497.729,13127.784,292.88
13917,4707.607,4574.333,4854.046,206.66
13918,8109.194,7743.326,8461.463,1014.64
13919,6003.857,5787.916,6226.409,161.16
13922,1735.361,1666.504,1803.588,0.0
13923,5857.856,5646.528,6063.38,0.0
13924,22074.444,21699.267,22501.91,284.0675
13925,6510.008,6168.831,6843.134,109.78999999999999
13926,7699.435,7410.717,7961.659,0.0
13927,5017.785,4837.396,5198.572,0.0
13928,8054.382,7662.106,8436.056,120.12333333333333
13929,4082.183,4000.357,4166.166,429.79999999999995
13930,5290.902,5073.547,5520.862,127.33999999999999
13931,6724.964,6459.386,6979.612,859.3199999999999
13932,2005.288,1928.231,2085.194,0.0
13933,6420.131,6286.309,6550.234,307.8
13934,2190.602,2107.248,2277.394,0.0
13936,2922.401,2811.727,3032.31,0.0
13937,3043.438,2928.778,3157.411,0.0
13938,6839.355,6586.937,7073.519,0.0
13939,4294.88,4166.241,4437.439,192.025
13940,9928.207,9666.357,10204.188,206.84
13941,19726.113,19267.623,20199.296,1004.46
13946,4676.184,4524.568,4849.934,175.86
13947,5346.376,5155.144,5536.82,0.0
13948,1699.246,1631.727,1766.128,0.0
13949,28272.462,27992.639,28679.748,377.884
13950,6323.151,6129.148,6523.335,183.08333333333334
13951,4885.086,4759.716,5003.997,230.945
13952,9580.655,9088.584,10050.188,1208.31
13953,16439.369,16308.253,16586.461,502.6133333333333
13954,8571.702,8277.679,8829.991,195.56
13955,2878.434,2760.475,3013.344,117.86
13956,7990.729,7834.007,8165.682,226.675
13959,3788.201,3675.579,3915.116,191.73
13960,7384.105,7043.937,7740.091,102.12
13962,3063.029,2891.444,3249.161,51.95
13963,4423.75,4281.577,4581.341,171.08
13967,3379.349,3253.859,3505.384,0.0
13969,42877.646,42660.516,43133.354,541.81875
13971,16129.728,16017.278,16248.908,340.45428571428573
13972,3507.76,3296.836,3720.651,44.349999999999994
13973,2044.339,1966.036,2125.703,0.0
13974,6050.817,5831.597,6262.077,0.0
13975,13102.896,12975.924,13233.919,461.88
13976,2639.028,2538.686,2739.857,0.0
13978,8070.751,7550.56,8561.234,37.800000000000004
13979,5052.286,4871.345,5234.607,0.0
13980,5548.227,5351.009,5748.816,0.0
13982,8474.136,8375.408,8583.841,480.21999999999997
13983,12662.97,12547.128,12782.415,282.6375
13984,3656.665,3468.585,3838.658,111.07666666666667
13985,43278.774,43070.233,43588.607,474.1021428571429
13986,8216.059,7919.713,8512.083,0.0
13988,23963.932,23583.187,24318.028,695.8399999999999
13989,4886.816,4787.194,4976.186,369.40999999999997
13990,2574.312,2475.58,2672.342,0.0
13991,11146.593,10815.855,11471.304,182.40499999999997
13992,7173.225,6914.966,7427.15,0.0
13993,18184.702,18081.326,18288.984,392.90125
13994,22549.545,22353.415,22802.745,404.914
13995,9721.701,9578.802,9876.288,270.81
13999,19197.302,19090.317,19309.948,327.24636363636364
14000,2592.476,2493.019,2691.106,0.0
14001,9309.576,9016.862,9600.696,870.9200000000001
14002,6173.568,6040.639,6296.246,304.94
14004,23018.373,22737.322,23275.037,613.77
14005,21540.586,21159.2,21897.123,671.89
14006,5594.513,5510.979,5673.11,328.875
14009,5144.0,5035.415,5244.53,314.7
14012,2102.84,2022.312,2186.17,0.0
14013,4583.333,4435.265,4751.365,177.26
14014,4917.051,4738.843,5093.848,0.0
14015,5904.933,5691.685,6111.762,0.0
14016,18127.872,17544.668,18688.081,1195.8233333333333
14019,13317.844,13094.522,13555.591,505.90999999999997
14020,8862.839,8679.178,9054.855,311.66
14021,5288.312,5140.398,5430.171,216.5
14022,2470.456,2375.762,2565.357,0.0
14023,4406.116,4314.294,4495.624,310.93
14024,5066.755,4788.728,5345.523,65.25
14027,5548.227,5351.009,5748.816,0.0
14029,6496.128,6353.62,6623.753,302.46000000000004
14030,9903.71,9797.612,10018.675,280.5983333333333
14031,55373.843,54921.253,55854.393,826.4721428571429
14032,14537.026,14403.423,14673.853,264.677
14034,5188.259,5004.779,5356.226,177.91
14035,8579.7,8465.135,8703.959,281.605
14036,2061.545,1982.696,2143.55,0.0
14037,2162.213,2032.587,2304.308,35.400000000000006
14038,8924.123,8798.596,9044.283,422.03000000000003
14039,6969.102,6710.907,7206.544,0.0
14040,19191.339,19078.59,19307.754,332.52200000000005
14041,2171.185,2088.513,2257.259,0.0
14044,4929.404,4751.478,5110.434,159.69333333333336
14045,7621.03,7424.5,7789.776,666.675
14046,2061.545,1982.696,2143.55,0.0
14047,6510.178,6433.977,6578.968,337.4633333333333
14048,1946.848,1871.674,2024.565,0.0
14049,25172.556,24223.118,26016.308,1549.9633333333331
14050,7471.248,7291.494,7650.627,260.38
14051,72110.629,71697.95,72551.589,708.8080952380953
14052,8036.315,7733.98,8312.703,0.0
14053,4605.415,4403.956,4827.958,106.0
14054,5346.376,5155.144,5536.82,0.0
14055,4117.929,3964.041,4265.737,0.0
14056,46349.442,46181.141,46607.5,342.20272727272726
14057,26954.768,26850.282,27095.012,401.65230769230766
14059,2171.185,2088.513,2257.259,0.0
14060,29061.941,28935.467,29204.492,321.97444444444443
14062,46284.295,45750.599,46841.039,949.823
14064,9384.88,9260.036,9504.002,292.1475
14066,2171.185,2088.513,2257.259,0.0
14067,6780.534,6508.669,7029.934,150.03
14068,1872.438,1798.341,1945.74,0.0
14071,9283.275,9099.597,9477.396,216.402
14073,7035.839,6780.136,7282.223,0.0
14075,6320.954,6223.574,6415.718,317.16999999999996
14076,3647.758,3513.477,3782.597,0.0
14077,4991.378,4721.576,5262.683,95.5775
14078,6268.433,6107.888,6434.452,182.62599999999998
14079,3740.603,3601.713,3877.278,0.0
14080,7035.839,6780.136,7282.223,0.0
14081,3924.842,3834.231,4012.205,491.1
14082,1683.673,1616.689,1749.974,0.0
14083,5481.167,5246.379,5723.33,101.27
14085,21489.951,21351.818,21640.425,275.18266666666665
14087,9872.21,9483.22,10217.538,0.0
14088,222595.549,219151.212,226414.335,3897.3254545454547
14089,5721.024,5513.652,5922.149,0.0
14090,1853.546,1780.186,1926.151,0.0
14092,20396.322,20297.011,20510.276,347.8418181818182
14093,8702.693,8376.928,9010.905,0.0
14096,773019.004,762349.618,787122.996,4071.434375
14098,6776.276,6525.744,7008.146,0.0
14099,15281.641,15145.354,15416.071,271.77
14100,3508.427,3377.791,3637.77,0.0
14101,28224.605,27641.327,28818.813,1045.038
14102,23572.148,22986.684,24236.045,226.76999999999998
14104,4481.31,4284.865,4699.297,104.95
14105,2359.407,2268.226,2450.363,0.0
14107,12924.446,12839.939,13005.708,389.9983333333334
14108,8147.81,7975.522,8318.012,306.58
14109,5087.266,4905.643,5271.027,0.0
14110,31635.862,31474.523,31856.272,434.4445454545455
14111,6723.395,6545.77,6919.829,199.55000000000004
14112,15383.365,15176.691,15585.447,562.5125
14113,6724.953,6647.234,6800.245,332.9733333333333
14114,3015.904,2918.748,3112.123,191.39999999999998
14116,15747.825,15472.206,16021.878,265.6925
14117,3410.72,3283.865,3537.671,0.0
14121,44188.887,43013.259,45551.701,849.0166666666668
14124,4697.031,4523.121,4863.596,0.0
14125,23930.802,23258.885,24597.845,722.5
14126,8913.884,8575.118,9225.904,0.0
14127,4359.167,4234.267,4501.085,197.54000000000002
14128,4450.021,4364.243,4542.072,331.96
14129,7289.477,7143.408,7422.307,254.98666666666668
14130,1877.221,1802.928,1950.699,0.0
14132,29943.742,29726.796,30215.861,327.91700000000003
14133,3562.835,3484.288,3641.021,287.64
14135,21577.472,21468.975,21699.304,323.4661538461539
14138,10914.417,10699.598,11158.35,344.17
14139,6204.092,5978.038,6420.692,0.0
14140,15126.313,14793.327,15499.548,394.06
14141,12211.35,11882.892,12551.145,209.99
14142,1649.655,1583.846,1714.686,0.0
14143,3576.736,3444.714,3709.263,0.0
14145,16606.374,16261.01,16925.836,673.1999999999999
14146,15137.367,14566.497,15681.224,1086.71
14147,3851.985,3766.907,3936.609,285.6
14148,2405.753,2313.137,2498.359,0.0
14149,2512.693,2416.677,2609.086,0.0
14150,3459.629,3388.85,3525.812,352.46000000000004
14152,4612.699,4515.275,4706.663,306.78000000000003
14154,2359.407,2268.226,2450.363,0.0
14155,2171.185,2088.513,2257.259,0.0
14156,524523.942,522000.218,527384.167,2662.6388095238094
14157,3222.848,3106.982,3347.437,155.71
14158,6535.186,6295.029,6760.496,0.0
14159,23244.311,23125.711,23380.723,449.24399999999997
14161,5579.51,5507.419,5659.5,413.68500000000006
14162,2951.738,2824.227,3090.744,111.68
14163,15521.316,15205.476,15826.135,678.0133333333333
14164,9854.154,9669.4,10066.284,358.0
14165,2114.945,2034.002,2198.723,0.0
14167,4412.988,4231.759,4592.925,142.16333333333333
14171,4311.213,4152.896,4467.795,0.0
14173,5352.081,5156.903,5546.853,168.4
14174,6969.102,6710.907,7206.544,0.0
14175,15640.593,14924.496,16280.58,1449.86
14176,3886.566,3779.625,4001.821,208.675
14177,6968.806,6783.518,7156.548,220.66500000000002
14178,15042.653,14796.379,15299.572,237.26
14179,9429.543,9061.269,9757.458,168.1
14180,22043.391,21828.491,22260.271,184.88782608695652
14184,5307.756,5118.091,5497.079,0.0
14185,1821.386,1749.208,1892.804,0.0
14188,11111.01,11009.436,11205.19,331.27200000000005
14189,22242.765,22132.649,22361.11,331.2876923076923
14191,34894.406,34722.617,35161.157,376.545
14193,4769.0,4674.305,4866.874,430.85
14194,59177.028,58724.08,59714.37,752.9692857142857
14195,3699.37,3576.293,3820.243,183.60000000000002
14196,4117.929,3964.041,4265.737,0.0
14198,6275.262,6069.069,6487.935,172.70000000000002
14199,2529.996,2433.458,2626.998,0.0
14201,5327.112,5099.642,5562.032,108.41666666666667
14204,9872.21,9483.22,10217.538,0.0
14205,3877.32,3779.146,3978.5,243.8
14206,2359.407,2268.226,2450.363,0.0
14208,4414.823,4252.845,4574.782,0.0
14209,10841.755,10757.179,10934.235,345.096
14210,9337.293,9252.089,9422.933,320.178
14211,14208.905,14051.069,14368.55,261.9875
14212,4551.556,4380.78,4711.979,0.0
14214,4856.689,4585.69,5129.469,91.4325
14215,9502.714,9419.321,9588.364,324.744
14216,32807.372,32285.515,33593.189,459.8333333333333
14217,11052.834,10804.454,11307.03,124.24533333333333
14218,6420.963,6184.705,6642.635,0.0
14219,9613.809,9248.866,9960.31,0.0
14220,3334.699,3267.566,3404.924,319.42
14221,17459.518,17302.4,17615.8,519.975
14222,2945.832,2834.362,3056.53,0.0
14223,6548.514,6459.501,6640.39,343.115
14224,6372.749,6262.109,6482.203,268.6066666666666
14226,9977.561,9861.421,10087.091,312.2225
14227,17099.19,16929.193,17281.651,519.5519999999999
14229,7268.825,7138.41,7409.209,545.115
14231,5349.322,5239.903,5452.374,268.43
14232,10735.703,10634.398,10846.686,338.7225
14233,9134.204,9032.897,9241.341,453.95666666666665
14234,13447.888,12826.427,14047.777,135.22666666666666
14235,15738.134,15384.626,16084.616,747.85
14236,3160.148,3090.38,3225.9,301.55999999999995
14237,1649.655,1583.846,1714.686,0.0
14238,1844.242,1771.235,1916.504,0.0
14239,14196.958,14013.843,14387.841,222.125
14240,6828.597,6622.378,7034.598,663.49
14241,2876.64,2767.278,2984.929,0.0
14242,2839.577,2730.144,2954.915,142.2
14243,13150.292,13012.608,13281.717,260.99666666666667
14245,6183.145,5985.901,6372.224,688.35
14246,8901.959,8761.465,9066.421,512.21
14247,2096.84,2016.501,2179.947,0.0
14248,1882.029,1807.539,1955.684,0.0
14250,12706.837,12308.989,13099.008,675.22
14251,31869.346,31485.38,32475.983,405.06
14256,3652.925,3578.011,3724.696,411.2
14257,14827.234,14602.09,15048.581,619.895
14258,48946.261,48099.597,49913.19,1364.2514285714285
14259,3442.678,3314.436,3570.234,0.0
14261,8393.625,8133.332,8617.675,219.7
14262,18420.914,18281.955,18566.806,339.7471428571429
14264,3970.089,3856.525,4081.664,218.27
14265,6187.11,6040.261,6316.653,278.13
14267,5132.559,5023.028,5245.352,475.88
14270,1821.386,1749.208,1892.804,0.0
14271,2470.456,2375.762,2565.357,0.0
14272,4325.277,4236.688,4416.96,305.87
14273,5786.871,5561.788,6015.065,149.05666666666667
14276,6565.826,6476.177,6649.918,389.27
14277,19996.279,19151.914,20784.667,1289.385
14280,2737.334,2633.588,2841.589,0.0
14282,17011.06,16843.76,17189.06,225.5957142857143
14284,9318.802,9143.366,9520.533,343.15
14285,18463.734,18092.832,18795.226,634.7033333333334
14286,17998.732,17246.608,18713.3,1281.7150000000001
14287,3860.376,3684.28,4059.368,93.35
14288,2574.312,2475.58,2672.342,0.0
14289,5967.244,5712.78,6224.95,117.804
14290,9147.112,9071.878,9225.099,384.27250000000004
14291,19414.222,19261.311,19590.144,483.06166666666667
14292,27098.502,26594.971,27610.59,877.626
14293,5142.767,5030.59,5267.678,227.21333333333334
14295,6535.186,6295.029,6760.496,0.0
14297,8519.626,8426.032,8612.951,347.6766666666667
14298,233467.969,231713.873,235363.242,2023.0933333333332
14299,18226.211,18128.388,18339.418,433.75374999999997
14300,8125.193,7816.464,8401.755,0.0
14301,3878.82,3735.332,4020.295,0.0
14304,2495.626,2400.126,2591.417,0.0
14305,11018.156,10624.966,11433.502,810.51
14306,9897.329,9701.933,10097.996,390.38
14307,11836.342,11678.132,11981.034,553.1525
14309,12636.318,12512.042,12761.187,275.5975
14311,2336.897,2246.418,2427.05,0.0
14312,8681.805,8556.823,8807.099,260.408
14314,4117.929,3964.041,4265.737,0.0
14315,14260.472,14148.496,14368.159,390.146
14317,5385.563,5193.294,5577.705,0.0
14320,2718.025,2608.241,2839.755,125.28
14321,8188.047,8089.553,8286.094,300.98249999999996
14323,4544.661,4450.62,4640.018,305.24
14326,2336.897,2246.418,2427.05,0.0
14327,3120.995,3003.771,3237.553,0.0
14329,19428.959,19141.919,19722.914,693.452
14331,4912.853,4668.011,5177.72,79.0
14332,10552.031,10410.653,10705.393,373.635
14333,5269.69,5080.74,5457.904,0.0
14334,12636.278,12540.028,12736.809,317.0442857142857
14335,6358.957,6079.094,6658.584,109.00999999999999
14336,8674.95,8579.93,8763.694,360.16333333333336
14338,3340.192,3107.09,3579.343,8.25
14339,2336.897,2246.418,2427.05,0.0
14340,2529.996,2433.458,2626.998,0.0
14341,11689.19,11579.134,11805.228,461.6625
14342,5849.224,5562.065,6121.275,119.65333333333332
14344,4876.994,4626.705,5139.555,81.01857142857143
14345,6653.548,6408.727,6883.007,0.0
14346,5946.031,5732.373,6142.588,759.14
14348,2210.37,2126.147,2297.669,0.0
14349,8913.884,8575.118,9225.904,0.0
14350,2121.049,2039.863,2205.053,0.0
14351,3107.796,2991.099,3223.915,0.0
14352,7238.203,7142.68,7341.721,423.83
14353,2556.4,2458.856,2654.332,0.0
14354,9895.619,9359.225,10436.906,75.84
14355,1679.824,1612.972,1745.982,0.0
14356,9769.58,9580.804,9974.017,356.2
14357,6365.336,6133.039,6587.312,0.0
14359,10671.838,10346.148,10993.12,206.89499999999998
14360,16636.213,16340.345,16940.879,496.77
14362,7780.978,7492.047,8049.191,0.0
14364,24490.127,24276.899,24741.411,499.70000000000005
14367,50144.457,49709.543,50584.735,675.0508333333333
14368,1877.221,1802.928,1950.699,0.0
14371,1999.831,1922.949,2079.532,0.0
14373,1707.141,1639.351,1774.318,0.0
14375,2854.292,2745.348,2961.553,0.0
14377,4204.034,4115.811,4292.827,302.45
14379,3518.731,3428.253,3614.142,237.12
14381,5904.933,5691.685,6111.762,0.0
14382,7464.749,7190.517,7725.025,0.0
14383,11855.144,11661.884,12062.527,502.8
14385,12680.653,11822.325,13529.262,73.475
14386,1994.403,1917.695,2073.902,0.0
14387,18673.119,18212.313,19143.284,664.9000000000001
14388,15217.956,15134.168,15313.39,412.02
14389,8193.308,7910.094,8456.056,732.32
14390,21935.473,21708.056,22167.039,626.1385714285715
14393,2529.996,2433.458,2626.998,0.0
14395,16485.207,16397.46,16577.726,393.41625
14396,3464.318,3392.256,3528.592,377.64
14397,21226.485,20824.631,21621.443,135.97333333333333
14400,3318.307,3195.946,3443.281,0.0
14401,20295.04,20184.686,20421.519,317.0083333333333
14403,7110.999,6952.131,7277.51,228.36999999999998
14404,8048.987,7933.652,8165.409,260.248
14406,3838.298,3696.431,3978.487,0.0
14407,13005.801,12905.205,13110.881,360.11
14408,16270.074,16157.845,16391.431,375.955
14409,9852.421,9759.236,9933.016,432.66249999999997
14410,7168.61,6932.022,7402.0,142.74666666666667
14411,1921.396,1847.048,1998.157,0.0
14412,9795.68,9591.304,10019.126,307.58
14413,1691.423,1624.173,1758.014,0.0
14414,8231.607,8078.124,8387.746,213.29666666666665
14415,25864.184,25754.64,26000.676,416.7583333333334
14416,9665.415,9251.06,10091.027,129.22
14418,23439.925,22694.777,24238.385,893.405
14419,6491.38,6329.623,6657.71,186.792
14420,4286.066,4127.715,4441.12,0.0
14421,5299.43,5192.248,5397.795,357.93
14422,25259.098,24830.971,25684.187,772.4660000000001
14423,2529.996,2433.458,2626.998,0.0
14424,8216.059,7919.713,8512.083,0.0
14426,21352.664,21109.252,21595.648,606.3533333333334
14427,7046.61,6613.898,7479.339,41.6
14428,7477.335,7352.147,7602.285,256.045
14431,1962.446,1886.767,2040.748,0.0
14432,30499.8,30194.494,30956.87,400.152
14434,21348.766,20836.74,21892.097,212.4
14436,4311.213,4152.896,4467.795,0.0
14437,1679.824,1612.972,1745.982,0.0
14438,1941.704,1866.696,2019.228,0.0
14439,1877.221,1802.928,1950.699,0.0
14440,9788.756,9706.368,9875.452,425.245
14441,10733.307,10610.424,10852.953,446.46666666666664
14442,6346.427,6082.762,6601.896,914.24
14443,7019.167,6942.771,7087.04,372.23333333333335
14446,7440.398,7287.314,7590.615,245.51333333333332
14447,7594.144,7488.478,7701.289,299.41
14448,3104.783,3033.599,3176.924,273.0
14449,5161.534,5049.265,5279.18,232.28666666666666
14450,3906.192,3759.561,4057.801,161.11
14451,5277.947,5165.211,5385.811,302.59000000000003
14452,6767.916,6486.45,7037.358,137.07
14453,2799.914,2693.887,2906.337,0.0
14456,31678.404,31432.457,32024.937,414.21
14457,1921.396,1847.048,1998.157,0.0
14459,3230.77,3110.732,3351.856,0.0
14460,4403.757,4275.864,4538.181,202.17000000000002
14461,10144.558,9903.046,10387.612,663.415
14462,11686.105,11532.47,11844.672,236.215
14463,6132.395,5955.39,6310.153,206.85
14465,4489.447,4393.911,4584.213,461.32
14466,10700.612,10609.12,10790.624,315.44166666666666
14467,4831.549,4652.17,5013.198,155.68666666666667
14470,3242.68,3124.688,3358.45,163.55
14472,10103.927,9964.691,10253.81,236.70857142857145
14473,3219.002,3101.626,3348.303,149.34
14474,6204.092,5978.038,6420.692,0.0
14475,5525.367,5442.639,5617.354,309.65
14476,2230.497,2145.557,2318.536,0.0
14477,8511.516,8427.08,8602.324,381.5333333333333
14479,2578.549,2479.043,2682.995,141.85
14480,8807.022,8484.486,9127.066,0.0
14481,4061.961,3977.084,4140.484,333.65
14482,14737.048,14615.861,14857.172,366.01000000000005
14483,2079.043,1999.531,2161.699,0.0
14484,6001.394,5783.695,6210.739,0.0
14485,6653.548,6408.727,6883.007,0.0
14487,6954.167,6841.866,7054.116,267.8075
14488,5269.69,5080.74,5457.904,0.0
14489,2629.584,2529.012,2729.541,0.0
14491,2817.984,2736.271,2901.19,213.73
14493,19175.02,18984.728,19402.579,435.505
14494,7541.371,7260.551,7800.502,0.0
14495,5306.116,5046.15,5585.084,83.2
14496,2892.157,2818.291,2974.153,234.47
14497,1926.433,1851.922,2003.383,0.0
14498,10281.548,10183.689,10372.609,447.775
14499,6303.09,6215.179,6388.442,344.65
14500,4101.278,3775.34,4429.097,36.0
14501,3069.251,2967.488,3170.373,184.28
14502,13371.302,13249.417,13497.363,296.58714285714285
14503,27062.909,26714.469,27448.503,589.238
14504,5619.913,5440.435,5808.131,175.34333333333333
14505,24605.877,24309.122,24891.528,693.6128571428571
14506,9882.004,9800.046,9975.52,435.6175
14507,8418.457,8273.152,8565.657,251.0825
14508,6954.795,6668.243,7229.015,138.86
14511,15454.501,15212.991,15691.058,282.3125
14512,3745.404,3605.114,3892.636,148.95999999999998
14513,4838.555,4705.746,4967.6,218.42000000000002
14514,5980.748,5900.262,6058.937,400.05
14515,14580.678,14451.941,14722.508,419.1725
14517,4766.755,4526.984,5023.886,78.0
14518,5385.563,5193.294,5577.705,0.0
14520,2939.021,2807.14,3079.191,105.60000000000001
14522,8475.471,8285.378,8666.787,231.97
14523,4072.286,3919.487,4218.229,0.0
14524,9535.71,9446.447,9623.228,318.446
14525,20143.915,20017.296,20286.768,481.09000000000003
14527,40946.701,40686.905,41199.406,154.79754716981134
14528,6714.351,6463.849,6942.081,0.0
14529,10043.017,9787.285,10277.155,242.4
14530,14572.991,14460.044,14697.45,445.53000000000003
14532,5463.962,5348.476,5584.516,236.75
14533,8811.168,8670.578,8961.49,229.85333333333335
14534,22571.379,22364.68,22785.82,223.33705882352942
14535,14482.995,13963.094,14973.622,1005.11
14536,2217.038,2132.608,2304.583,0.0
14537,5676.824,5470.979,5877.275,0.0
14538,4171.797,4076.618,4262.286,281.75
14539,14497.319,14180.569,14860.169,465.35
14540,6326.954,6241.448,6408.867,400.18
14541,9146.913,8976.396,9313.925,216.43500000000003
14542,2854.292,2745.348,2961.553,0.0
14543,16720.947,16561.563,16887.971,236.74769230769232
14544,5640.875,5411.062,5869.103,902.53
14546,14958.667,14803.319,15130.994,491.3
14547,63121.82,62358.748,64359.321,499.5057142857143
14548,3716.845,3643.859,3795.124,326.4
14549,1916.386,1842.201,1992.958,0.0
14550,13894.835,13610.064,14228.3,424.83000000000004
14551,3572.731,3377.379,3778.18,60.8
14552,3288.606,3166.718,3412.042,0.0
14553,5392.984,5270.11,5532.478,219.11
14554,38770.048,37812.251,39748.091,676.4033333333333
14555,2940.079,2819.704,3068.959,126.2
14560,10919.873,10623.942,11208.391,93.47157894736843
14561,9829.515,9692.097,9968.335,429.345
14562,27121.216,26950.156,27314.386,280.366875
14565,10639.287,10441.011,10834.646,638.9533333333334
14566,4027.644,3878.182,4173.806,0.0
14567,10598.352,10214.628,10922.763,729.6
14569,10006.692,9615.604,10363.89,0.0
14570,2084.941,2005.195,2167.817,0.0
14572,14949.387,14851.501,15051.8,414.07666666666665
14573,7343.951,7149.614,7531.453,161.11714285714285
14576,1653.367,1587.429,1718.537,0.0
14577,4475.563,4328.816,4631.241,170.93666666666664
14578,9741.295,9369.944,10092.649,0.0
14581,8308.982,8008.658,8607.38,0.0
14582,6535.186,6295.029,6760.496,0.0
14583,9691.462,9483.165,9913.092,219.51
14584,9357.859,9205.128,9521.239,273.96
14585,6001.394,5783.695,6210.739,0.0
14586,2108.875,2028.156,2192.428,0.0
14587,9389.451,9181.261,9598.755,172.53625
14589,1657.095,1591.028,1722.405,0.0
14591,10351.162,9839.655,10870.627,1196.92
14592,11022.926,10563.959,11478.131,153.25
14593,5045.037,4927.445,5152.872,278.4
14594,2466.144,2363.352,2574.299,124.83
14595,10619.888,10517.339,10722.363,315.36
14597,8068.455,7799.754,8326.153,718.05
14598,6310.665,6080.723,6531.196,0.0
14600,1946.848,1871.674,2024.565,0.0
14601,8913.884,8575.118,9225.904,0.0
14603,2121.049,2039.863,2205.053,0.0
14606,55082.74,54817.768,55350.52,128.33795454545455
14607,39665.263,38966.426,40428.928,1029.05
14608,9146.975,9023.685,9283.435,527.0500000000001
14609,4992.338,4803.15,5183.375,152.52
14616,3209.239,3009.158,3393.699,84.24000000000001
14618,3831.448,3694.442,3970.46,170.82
14619,2314.813,2227.171,2406.172,0.0
14620,3346.704,3233.435,3460.593,177.43
14621,8966.075,8889.643,9041.499,370.665
14622,2865.423,2756.385,2973.329,0.0
14623,7477.914,7237.953,7711.891,169.16750000000002
14624,6918.572,6426.439,7378.015,15.600000000000001
14625,3154.995,3083.827,3226.186,280.2
